codSubclase,Descripción,"Estado (1-Inactivo, 2-Activo)"
742000001,"Actividad de realización de retratos fotográficos para pasaportes, bodas, graduaciones etc.",2
742000002,"Actividad de fotografías para anuncios comerciales, para editoriales y actividades relacionadas con moda, bienes raíces y turismo",2
742000003,Fotografía aérea,2
742000004,Grabación de eventos en videos,2
742000005,"Revelado, impresión y ampliación de fotografías y películas",2
742000006,Laboratorios de revelado de películas e impresión de fotografías,2
742000007,Montaje de diapositivas,2
742000008,"Copia, restauración y retoque de negativos de fotografías",2
742000009,Actividades de fotógrafos de presa,2
742000010,Actividades de microfilmación de documentos,2
742099000,Actividades de fotografía,2
749000001,Actividad de traducción e interpretación,2
749000002,Actividad de corretaje empresarial (no incluye el corretaje inmobiliario),2
749000003,Actividad de intermediación en materia de patentes,2
749000004,"Actividad de tasación de antigüedades, joyas etc. distintas de las relacionadas con bienes raíces y seguros",2
749000005,Actividad de auditoría de efectos e información sobre fletes,2
749000006,Actividad de medidor de cantidades de obra,2
749000007,Actividad de pronóstico meteorológico,2
749000008,Actividad de consultoría de seguridad,2
749000009,Actividad de consultoría de agronomía,2
749000010,Actividad de consultoría ambiental,2
749000011,"Otros tipos de consultoría técnica distintos a las de arquitectura, ingeniería y gestión",2
749000012,"Actividad de agentes o manager de artistas, actores, guionistas, figura deportiva, etc.",2
749000013,"Actividad de agentes o manager para ofertar libros, guiones, obras de arte, fotografías etc. a editores, productores etc.",2
749000090,"Otras actividades profesionales, científicas y técnicas no contemplado en otra actividad asociada",2
750000001,Actividades veterinarias de atención médica y control de animales en establecimientos,2
750000002,Actividades veterinarias de atención médica y control de animales domésticos,2
750000003,Actividades de asistentes de veterinaria y otro personal veterinario auxiliar,2
750000004,Actividades veterinarias clínico patológicas y de diagnóstico relacionadas con animales,2
750000005,Actividades de veterinaria que requieren la utilización de ambulancia,2
750000090,Otras actividades veterinarias no contemplado en otra actividad asociada,2
750099000,Actividades veterinarias varias,2
771001000,"Alquiler de automóviles de pasajeros, sin conductor",2
771002000,"Alquiler de camiones de carga, autobuses y remolques, sin conductor",2
772100001,"Alquiler de equipo recreativo y deportivo de embarcaciones de recreo, canoas, veleros",2
772100002,Alquiler de bicicletas,2
772100003,Alquiler de equipo recreativo de hamacas de playa y sombrillas,2
772100004,Alquiler de equipo recreativo y deportivo de esquíes,2
772199000,Alquiler y arrendamiento de equipo recreativo y deportivo,2
772200001,"Alquiler de cintas de vídeo, discos, CD, DVD",2
772200090,Otros alquiler de cintas de vídeo y discos no contemplado en otra actividad asociada,2
772900001,"Alquiler a hogares o industrias, de productos textiles, prendas de vestir y calzado",2
772900002,"Alquiler a hogares o industrias de muebles, artículos de cerámica y de vidrio, utensilios de cocina, vajillas, aparatos eléctricos y otros artículos de uso doméstico",2
772900003,"Alquiler a hogares o industrias, de joyas, instrumentos musicales, material de escenografía y de vestuario",2
772900004,"Alquiler a hogares o industrias de libros, periódicos y revistas",2
772900005,"Alquiler a hogares o industrias, de maquinaria y equipo de bricolaje, p. ej., herramientas para reparaciones domésticas",2
772900006,"Alquiler a hogares o industrias, de flores y plantas",2
772900007,"Alquiler a hogares o industrias, de equipo electrónico de uso doméstico",2
772999000,Alquiler de otros efectos personales y enseres domésticos,2
773000001,"Alquiler y arrendamiento con fines operativos, sin operadores, de motores y turbinas",2
773000002,"Alquiler y arrendamiento con fines operativos, sin operadores, de máquinas herramienta",2
773000003,"Alquiler y arrendamiento con fines operativos, sin operadores, de equipo operacional de minería y de extracción de petróleo",2
773000004,"Alquiler y arrendamiento con fines operativos, sin operadores, de equipo profesional de radio, televisión y comunicaciones",2
773000005,"Alquiler y arrendamiento con fines operativos, sin operadores, de equipo de producción de películas cinematográficas",2
773000006,"Alquiler y arrendamiento con fines operativos, sin operadores, de equipo de medición y control",2
773000007,"Alquiler y arrendamiento con fines operativos, sin operadores, de otros tipos de maquinaria científica, comercial e industrial",2
773000008,"Alquiler y arrendamiento con fines operativos sin conductor, de motocicletas, caravanas y furgonetas de acampada (campers) (excepto vehículos automotores)",2
773000009,Alquiler y arrendamiento con fines operativos sin conductor de vehículos ferroviarios,2
773000010,"Alquiler y arrendamiento con fines operativos, sin operadores, de barcos y buques comerciales",2
773000011,"Alquiler y arrendamiento con fines operativos, sin operadores, de aeronaves",2
773000012,"Alquiler y arrendamiento con fines operativos, sin operadores, de globos de aire caliente",2
773000013,Alquiler y arrendamiento con fines operativos de maquinaria agrícola y forestal,2
773000014,"Alquiler y arrendamiento con fines operativos, sin operadores, de maquinaria y equipo de construcción y de ingeniería civil",2
773000015,Alquiler y arrendamiento con fines operativos de maquinaria y equipo de oficina sin operadores,2
773000016,Alquiler de contenedores para alojamiento y oficina,2
773000017,Alquiler de contenedores,2
773000018,Alquiler de paletas o tarimas,2
773000019,"Alquiler de animales (no para fines recreativos) como alquiler de rebaños, caballos de carreras etc.",2
773099000,"Alquiler de otros tipo de maquinaria, equipo y bienes tangibles",2
774000001,"Arrendamiento de productos de propiedad intelectual (excepto obras protegidas por derechos de autor, como libros o programas informáticos)",2
774000002,Percepción de regalías o derechos de licencia por la utilización de entidades patentadas,2
774000003,Percepción de regalías o derechos de licencia por la utilización de marcas de fábrica o de comercio o marcas de servicios,2
774000004,Percepción de regalías o derechos de licencia por la utilización de nombres comerciales,2
774000005,Percepción de regalías o derechos de licencia por la exploración y evaluación de recursos minerales,2
774000006,Percepción de regalías o derechos de licencia por la utilización de franquicias,2
774099000,Arrendamiento de propiedad intelectual y productos similares excepto obras protegidas por derechos de autor,2
781000001,"Actividades de agencia de búsqueda, selección, recomendación y colocación de personal",2
781000002,"Actividades de agencias y oficinas de selección de actores (para obras de teatro, cine, etc.)",2
781000003,"Actividades de agencias de empleo, de colocación en línea",2
781099000,Actividades de agencias de empleos,2
782000000,Actividades de agencias de empleo temporal de suministro de trabajadores para las actividades de los clientes por períodos limitado,2
783000000,Otras actividades de dotación de recursos humanos.,2
791100000,Actividades de agencias de viajes,2
791200000,Actividades de operadores turísticos,2
799000000,Otros servicios de reservación y actividades relacionadas,2
801000000,Actividades varias de seguridad privada,2
801000001,Servicios de vehículos blindados,2
801000002,Servicios de escolta privada,2
801000003,Servicios de poligrafía,2
801000004,Servicios de análisis de huellas dactilares,2
801000005,Servicios de actividades de seguridad privada,2
802000000,Actividades de servicios de sistemas de seguridad,2
802000001,"Servicios de supervisión a distancia de sistemas electrónicos de seguridad, como los de alarma contra robos y contra incendios, incluido su mantenimiento",2
802000002,"Servicio de venta y/o Instalación, reparación, reconstrucción y ajuste de dispositivos mecánicos o electrónicos de cierre, cajas de caudales y cajas fuertes",2
803000000,Actividades de investigación,2
803000001,Servicios de actividades de investigación y de detectives,2
803000002,"Servicio de actividades de todos los investigadores privados, independientemente del tipo de cliente y de la finalidad de la investigación",2
